OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STARLINK-36147,2025-288AE,66987,PAY,+,US,2025-12-08,AFETR,,94.27,43.00,483,483,,,EA,ORB
YAOGAN-47,2025-289A,66988,PAY,+,PRC,2025-12-09,JSC,,94.51,97.51,496,494,,,EA,ORB
TJS-22,2025-290A,66990,PAY,+,PRC,2025-12-09,XICLF,,1436.06,1.69,35796,35776,,,EA,ORB
USA 570,2025-291A,66992,PAY,+,US,2025-12-09,AFETR,,107.39,63.44,1201,1010,,NEA,EA,ORB
2025-292A,2025-292A,66993,PAY,+,PRC,2025-12-10,JSC,,95.63,97.63,559,539,,,EA,ORB
THE ARAB SATELLITE 813,2025-292B,66994,PAY,+,UAE,2025-12-10,JSC,,95.62,97.63,558,539,,,EA,ORB
2025-292C,2025-292C,66995,PAY,+,PRC,2025-12-10,JSC,,95.62,97.63,558,538,,,EA,ORB
2025-292D,2025-292D,66996,PAY,+,PRC,2025-12-10,JSC,,95.64,97.63,559,540,,,EA,ORB
2025-292E,2025-292E,66997,PAY,+,PRC,2025-12-10,JSC,,95.62,97.64,558,539,,,EA,ORB
2025-292F,2025-292F,66998,PAY,+,PRC,2025-12-10,JSC,,95.60,97.64,557,538,,,EA,ORB
2025-292G,2025-292G,66999,PAY,+,PRC,2025-12-10,JSC,,95.60,97.64,558,537,,,EA,ORB
2025-292H,2025-292H,67000,PAY,+,PRC,2025-12-10,JSC,,95.56,97.64,556,536,,,EA,ORB
2025-292J,2025-292J,67001,PAY,+,PRC,2025-12-10,JSC,,95.62,97.64,559,538,,,EA,ORB
STARLINK-35660,2025-293A,67003,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35913,2025-293B,67004,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36148,2025-293C,67005,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36156,2025-293D,67006,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36123,2025-293E,67007,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36163,2025-293F,67008,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36118,2025-293G,67009,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36189,2025-293H,67010,PAY,+,US,2025-12-10,AFWTR,,96.11,70.01,573,571,,,EA,ORB
STARLINK-36167,2025-293J,67011,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36175,2025-293K,67012,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35856,2025-293L,67013,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36207,2025-293M,67014,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36093,2025-293N,67015,PAY,+,US,2025-12-10,AFWTR,,96.11,70.01,574,570,,,EA,ORB
STARLINK-36120,2025-293P,67016,PAY,+,US,2025-12-10,AFWTR,,96.11,70.01,574,570,,,EA,ORB
STARLINK-35498,2025-293Q,67017,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36106,2025-293R,67018,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35688,2025-293S,67019,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,571,,,EA,ORB
STARLINK-36172,2025-293T,67020,PAY,+,US,2025-12-10,AFWTR,,96.11,70.01,574,570,,,EA,ORB
STARLINK-36184,2025-293U,67021,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36209,2025-293V,67022,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36191,2025-293W,67023,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36192,2025-293X,67024,PAY,+,US,2025-12-10,AFWTR,,96.10,70.01,574,570,,,EA,ORB
STARLINK-36178,2025-293Y,67025,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36176,2025-293Z,67026,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36171,2025-293AA,67027,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36132,2025-293AB,67028,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36190,2025-293AC,67029,PAY,+,US,2025-12-10,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36138,2025-294A,67030,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-36150,2025-294B,67031,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36131,2025-294C,67032,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36137,2025-294D,67033,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36140,2025-294E,67034,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36085,2025-294F,67035,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36125,2025-294G,67036,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35732,2025-294H,67037,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35775,2025-294J,67038,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35705,2025-294K,67039,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-35786,2025-294L,67040,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35765,2025-294M,67041,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35773,2025-294N,67042,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35901,2025-294P,67043,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35884,2025-294Q,67044,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35891,2025-294R,67045,PAY,+,US,2025-12-11,AFETR,,94.27,43.01,484,482,,,EA,ORB
STARLINK-35721,2025-294S,67046,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35779,2025-294T,67047,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35905,2025-294U,67048,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35877,2025-294V,67049,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36078,2025-294W,67050,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35706,2025-294X,67051,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35720,2025-294Y,67052,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35739,2025-294Z,67053,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35754,2025-294AA,67054,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35790,2025-294AB,67055,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36143,2025-294AC,67056,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36141,2025-294AD,67057,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35767,2025-294AE,67058,PAY,+,US,2025-12-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
HULIANWANG DIGUI-119,2025-295A,67059,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-120,2025-295B,67060,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-121,2025-295C,67061,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-122,2025-295D,67062,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-123,2025-295E,67063,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-124,2025-295F,67064,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-125,2025-295G,67065,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-126,2025-295H,67066,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
HULIANWANG DIGUI-127,2025-295J,67067,PAY,+,PRC,2025-12-11,WSC,,108.33,50.00,1150,1149,,,EA,ORB
XIWANG-5 02,2025-296A,67069,PAY,+,PRC,2025-12-13,JSC,,95.02,41.35,521,519,,,EA,ORB
DEAR-5,2025-296B,67070,PAY,+,PRC,2025-12-13,JSC,,94.92,41.36,526,504,,,EA,ORB
RAISE-4,2025-297B,67073,PAY,+,JPN,2025-12-14,RLLB,,95.46,97.50,548,533,,,EA,ORB
STARLINK-36230,2025-298A,67075,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36240,2025-298B,67076,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36243,2025-298C,67077,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,573,571,,,EA,ORB
STARLINK-36236,2025-298D,67078,PAY,+,US,2025-12-14,AFWTR,,96.10,70.00,574,570,,,EA,ORB
STARLINK-36159,2025-298E,67079,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36158,2025-298F,67080,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,573,571,,,EA,ORB
STARLINK-35864,2025-298G,67081,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,573,571,,,EA,ORB
STARLINK-36035,2025-298H,67082,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36170,2025-298J,67083,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36166,2025-298K,67084,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35794,2025-298L,67085,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35841,2025-298M,67086,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35842,2025-298N,67087,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35882,2025-298P,67088,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35763,2025-298Q,67089,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36060,2025-298R,67090,PAY,+,US,2025-12-14,AFWTR,,96.10,70.00,574,570,,,EA,ORB
STARLINK-36097,2025-298S,67091,PAY,+,US,2025-12-14,AFWTR,,94.05,70.00,475,471,,,EA,ORB
STARLINK-35792,2025-298T,67092,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-35784,2025-298U,67093,PAY,+,US,2025-12-14,AFWTR,,96.05,70.00,572,567,,,EA,ORB
STARLINK-36202,2025-298V,67094,PAY,+,US,2025-12-14,AFWTR,,96.05,70.00,571,568,,,EA,ORB
STARLINK-36227,2025-298W,67095,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36228,2025-298X,67096,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,573,571,,,EA,ORB
STARLINK-36222,2025-298Y,67097,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36205,2025-298Z,67098,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36193,2025-298AA,67099,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36215,2025-298AB,67100,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36200,2025-298AC,67101,PAY,+,US,2025-12-14,AFWTR,,96.11,70.00,573,571,,,EA,ORB
STARLINK-36255,2025-299A,67102,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36256,2025-299B,67103,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36258,2025-299C,67104,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36261,2025-299D,67105,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36259,2025-299E,67106,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36196,2025-299F,67107,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36208,2025-299G,67108,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35764,2025-299H,67109,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35781,2025-299J,67110,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-35875,2025-299K,67111,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35906,2025-299L,67112,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35789,2025-299M,67113,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36180,2025-299N,67114,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35892,2025-299P,67115,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35738,2025-299Q,67116,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35674,2025-299R,67117,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35701,2025-299S,67118,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36179,2025-299T,67119,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-36217,2025-299U,67120,PAY,+,US,2025-12-15,AFETR,,94.27,42.99,484,482,,,EA,ORB
STARLINK-36124,2025-299V,67121,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36188,2025-299W,67122,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,485,482,,,EA,ORB
STARLINK-36151,2025-299X,67123,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36195,2025-299Y,67124,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36219,2025-299Z,67125,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36223,2025-299AA,67126,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36164,2025-299AB,67127,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35685,2025-299AC,67128,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36214,2025-299AD,67129,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-36194,2025-299AE,67130,PAY,+,US,2025-12-15,AFETR,,94.27,43.00,484,482,,,EA,ORB
ZIYUAN 3-04 (ZY 3-04),2025-300A,67131,PAY,+,PRC,2025-12-16,TAISC,,94.65,97.48,507,496,,,EA,ORB
KUIPER-00144,2025-301A,67133,PAY,+,US,2025-12-16,AFETR,,97.03,51.89,619,614,,,EA,ORB
KUIPER-00164,2025-301B,67134,PAY,+,US,2025-12-16,AFETR,,97.53,51.90,642,639,,,EA,ORB
KUIPER-00175,2025-301C,67135,PAY,+,US,2025-12-16,AFETR,,96.51,51.89,592,591,,,EA,ORB
KUIPER-00179,2025-301D,67136,PAY,+,US,2025-12-16,AFETR,,97.53,51.90,641,640,,,EA,ORB
KUIPER-00181,2025-301E,67137,PAY,+,US,2025-12-16,AFETR,,97.52,51.90,641,639,,,EA,ORB
KUIPER-00183,2025-301F,67138,PAY,+,US,2025-12-16,AFETR,,96.49,51.89,597,584,,,EA,ORB
KUIPER-00184,2025-301G,67139,PAY,+,US,2025-12-16,AFETR,,97.53,51.90,642,639,,,EA,ORB
KUIPER-00186,2025-301H,67140,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00187,2025-301J,67141,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00188,2025-301K,67142,PAY,+,US,2025-12-16,AFETR,,94.84,51.88,517,505,,,EA,ORB
KUIPER-00191,2025-301L,67143,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00196,2025-301M,67144,PAY,+,US,2025-12-16,AFETR,,93.62,51.87,454,449,,,EA,ORB
KUIPER-00204,2025-301N,67145,PAY,+,US,2025-12-16,AFETR,,94.36,51.88,489,486,,,EA,ORB
KUIPER-00210,2025-301P,67146,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00221,2025-301Q,67147,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00232,2025-301R,67148,PAY,+,US,2025-12-16,AFETR,,97.53,51.90,641,640,,,EA,ORB
KUIPER-00241,2025-301S,67149,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00245,2025-301T,67150,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00246,2025-301U,67151,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00247,2025-301V,67152,PAY,+,US,2025-12-16,AFETR,,97.23,51.90,627,625,,,EA,ORB
KUIPER-00248,2025-301W,67153,PAY,+,US,2025-12-16,AFETR,,93.58,51.87,456,443,,,EA,ORB
KUIPER-00249,2025-301X,67154,PAY,+,US,2025-12-16,AFETR,,97.04,51.90,618,616,,,EA,ORB
KUIPER-00250,2025-301Y,67155,PAY,+,US,2025-12-16,AFETR,,97.53,51.90,641,639,,,EA,ORB
KUIPER-00251,2025-301Z,67156,PAY,+,US,2025-12-16,AFETR,,97.30,51.90,630,629,,,EA,ORB
KUIPER-00252,2025-301AA,67157,PAY,+,US,2025-12-16,AFETR,,97.54,51.90,643,639,,,EA,ORB
KUIPER-00261,2025-301AB,67158,PAY,+,US,2025-12-16,AFETR,,97.30,51.91,630,629,,,EA,ORB
KUIPER-00265,2025-301AC,67159,PAY,+,US,2025-12-16,AFETR,,97.30,51.91,630,629,,,EA,ORB
GSAT0233 (GALILEO 33),2025-302A,67160,PAY,+,ESA,2025-12-17,FRGUI,,844.70,54.29,23229,23215,,,EA,ORB
GSAT0234 (GALILEO 34),2025-302C,67162,PAY,+,ESA,2025-12-17,FRGUI,,844.70,54.29,23234,23210,,,EA,ORB
STARLINK-35755,2025-303A,67163,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,483,,,EA,ORB
STARLINK-36201,2025-303B,67164,PAY,+,US,2025-12-17,AFETR,,94.26,43.01,484,482,,,EA,ORB
STARLINK-36186,2025-303C,67165,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-36174,2025-303D,67166,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36198,2025-303E,67167,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35903,2025-303F,67168,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35839,2025-303G,67169,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35863,2025-303H,67170,PAY,+,US,2025-12-17,AFETR,,94.27,43.01,484,482,,,EA,ORB
STARLINK-35771,2025-303J,67171,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35762,2025-303K,67172,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36183,2025-303L,67173,PAY,+,US,2025-12-17,AFETR,,94.26,43.00,484,482,,,EA,ORB
STARLINK-36210,2025-303M,67174,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-35756,2025-303N,67175,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35785,2025-303P,67176,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-35853,2025-303Q,67177,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35878,2025-303R,67178,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35793,2025-303S,67179,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35876,2025-303T,67180,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-35766,2025-303U,67181,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35782,2025-303V,67182,PAY,+,US,2025-12-17,AFETR,,94.26,43.00,484,482,,,EA,ORB
STARLINK-35719,2025-303W,67183,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35910,2025-303X,67184,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35859,2025-303Y,67185,PAY,+,US,2025-12-17,AFETR,,94.27,43.01,486,480,,,EA,ORB
STARLINK-35857,2025-303Z,67186,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35880,2025-303AA,67187,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-35675,2025-303AB,67188,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35889,2025-303AC,67189,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35888,2025-303AD,67190,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-35716,2025-303AE,67191,PAY,+,US,2025-12-17,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-36182,2025-304A,67192,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
STARLINK-36279,2025-304B,67193,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36284,2025-304C,67194,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
STARLINK-36291,2025-304D,67195,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36239,2025-304E,67196,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
STARLINK-36283,2025-304F,67197,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,570,,,EA,ORB
STARLINK-36267,2025-304G,67198,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36268,2025-304H,67199,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36270,2025-304J,67200,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36262,2025-304K,67201,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36263,2025-304L,67202,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
STARLINK-36224,2025-304M,67203,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,570,,,EA,ORB
STARLINK-36185,2025-304N,67204,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,570,,,EA,ORB
STARLINK-36197,2025-304P,67205,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,570,,,EA,ORB
STARLINK-36056,2025-304Q,67206,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36225,2025-304R,67207,PAY,+,US,2025-12-17,AFWTR,,96.12,70.00,575,571,,,EA,ORB
STARLINK-36265,2025-304S,67208,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,570,,,EA,ORB
STARLINK-36226,2025-304T,67209,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36173,2025-304U,67210,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36280,2025-304V,67211,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36213,2025-304W,67212,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36199,2025-304X,67213,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36203,2025-304Y,67214,PAY,+,US,2025-12-17,AFWTR,,96.10,70.00,576,568,,,EA,ORB
STARLINK-36221,2025-304Z,67215,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
STARLINK-36212,2025-304AA,67216,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-36216,2025-304AB,67217,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
STARLINK-36211,2025-304AC,67218,PAY,+,US,2025-12-17,AFWTR,,96.11,70.00,575,569,,,EA,ORB
DISKSAT C,2025-305A,67219,PAY,+,US,2025-12-18,WLPIS,,95.45,45.00,543,537,,,EA,ORB
DISKSAT B,2025-305B,67220,PAY,+,US,2025-12-18,WLPIS,,95.49,45.00,544,540,,,EA,ORB
DISKSAT D,2025-305C,67221,PAY,+,US,2025-12-18,WLPIS,,95.48,45.00,544,539,,,EA,ORB
