satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly
NSS-9,33749.0,1.0706,0.0002234,1.00272171,83.3077,282.9627,78.2066
TELSTAR 11N,34111.0,0.0173,0.0002558,1.00268672,195.1482,172.5643,227.191
NAVSTAR 63 (USA 203),34661.0,54.4976,0.0144705,2.00555056124776,213.6777,61.5315,303.7705
WGS F2 (USA 204),34713.0,0.0145,2.66e-05,1.00270496,210.9279,239.314,227.3115
SES-7 (PROTOSTAR 2),34941.0,0.089,0.0002032,1.00272821,78.2732,241.555,334.8897
MEASAT-3A,35362.0,0.0505,0.0003192,1.00272305,35.0588,343.0562,53.9577
GOES 14,35491.0,1.4992,0.0001823,1.00111592,83.9394,295.6803,65.207
FM-5,35493.0,0.0201,1.75e-05,1.0027303,254.8145,18.3757,173.109
TERRESTAR-1,35496.0,5.1231,0.0002869,1.00273285,48.8022,324.0899,72.6396
COSMOS 2451,35498.0,82.4877,0.0007047,12.40868905758477,138.2544,22.254,337.8843
COSMOS 2453,35500.0,82.4872,0.0006241,12.41518611758813,133.7935,337.2973,22.7829
DEIMOS-1,35681.0,97.7303,0.0002722,14.75156781895991,254.7875,80.0181,280.1336
DUBAISAT-1,35682.0,97.9924,0.0009383,14.74982814894208,228.4064,312.9512,47.0909
UK-DMC 2,35683.0,97.8707,0.0001494,14.75911446895671,231.1577,99.9721,260.1658
APRIZESAT 4,35684.0,98.1446,0.0042935,14.83765167900382,167.9887,200.1027,159.8497
NANOSAT 1B,35685.0,98.1061,0.0050519,14.92846725903392,210.7124,48.9236,311.633
APRIZESAT 3,35686.0,98.1947,0.0061167,14.95996298905277,243.6492,312.9965,46.6138
ASIASAT 5,35696.0,0.0123,0.0001699,1.00271213,206.9627,161.1062,304.1041
NAVSTAR 64 (USA 206),35752.0,56.1669,0.0052435,2.00558580121877,30.3721,80.8995,289.3444
JCSAT-12 (JCSAT-RA),35755.0,0.0132,8.73e-05,1.00268494,202.7706,160.2178,53.7868
OPTUS D3,35756.0,0.8654,0.0003217,1.00272629,270.0015,101.7046,282.8172
NIMIQ 5,35873.0,0.0445,0.000292,1.00272565,83.1771,295.0337,185.5675
OCEANSAT-2,35931.0,98.2313,0.001749,13.99655003868992,88.5265,82.778,277.5374
SWISSCUBE,35932.0,98.4078,0.0008097,14.62335375878357,0.8689,83.1361,277.0761
BEESAT-1,35933.0,98.4009,0.0006535,14.61596567878378,0.5587,94.9229,265.2718
ITUPSAT1,35935.0,98.4094,0.0008644,14.60326440877946,359.8921,104.9075,255.3082
AMAZONAS 2,35942.0,1.6231,0.0003526,1.00271963,83.9836,292.3487,200.2072
COMSATBW-1,35943.0,0.0615,0.0003844,1.00271952,80.4032,309.2344,293.7853
WORLDVIEW-2 (WV-2),35946.0,98.4653,0.0005544,14.37922113865016,168.6916,84.5121,275.6698
DMSP 5D-3 F18 (USA 210),35951.0,98.9,0.0012199,14.14853469849135,75.192,99.8751,260.38
NSS-12,36032.0,0.073,0.0005061,1.00271262,61.1201,297.356,318.548
THOR 6,36033.0,0.0102,0.0002037,1.00271058,213.8522,178.6208,222.5478
SMOS,36036.0,98.4434,9.73e-05,14.39779813862789,282.4509,97.5833,262.5465
PROBA-2,36037.0,98.2444,0.0013908,14.54809717870753,278.4796,145.3283,214.8823
POISK,36086.0,51.6326,0.0006251,15.4875813055958,306.884,269.7954,90.2318
SJ-11-01,36088.0,98.001,0.0009421,14.63615938873673,77.3432,255.3759,230.3997
COSMOS 2455,36095.0,67.1469,0.0005444,13.97043904834804,72.6779,243.8319,116.2206
INTELSAT 14 (IS-14),36097.0,0.0433,0.0002558,1.00272903,73.1355,308.7043,207.6211
EUTELSAT 36B,36101.0,0.3052,0.0005986,1.00273278,78.9592,298.9146,312.827
INTELSAT 15 (IS-15),36106.0,0.0189,0.0002491,1.00269977,222.0014,167.4493,329.5559
WGS F3 (USA 211),36108.0,0.4086,6.08e-05,1.00270885,85.5983,346.7211,224.1285
YAOGAN-7,36110.0,98.0168,0.0023249,14.77936001878705,340.5153,278.5347,81.3229
COSMOS 2456 [GLONASS-M],36111.0,64.9689,0.0006505,2.13103550126831,73.5183,311.259,239.98
COSMOS 2457 [GLONASS-M],36112.0,64.9547,0.000149,2.13100936126842,73.3459,193.6954,164.4243
YAOGAN-8,36121.0,100.228,0.0021471,13.05078046779023,342.6066,129.3212,230.9802
XIWANG-1 (HOPE-1),36122.0,100.3961,0.0008041,13.16438811783287,49.333,45.6665,314.5106
DIRECTV 12,36131.0,0.0124,4.64e-05,1.00272211,329.7374,71.5214,53.1228
BEIDOU-2 G1,36287.0,4.1211,0.0004217,1.00270807,60.6047,292.6054,53.261
SDO,36395.0,34.4952,5.78e-05,1.00274249,87.4755,22.7728,341.7255
INTELSAT 16 (IS-16),36397.0,0.0149,0.0002141,1.00270165,223.6596,176.4368,134.1877
COSMOS 2460 [GLONASS-M],36402.0,65.4638,0.000216,2.13106036125098,317.0651,48.1331,129.1168
EWS-G2 (GOES 15),36411.0,1.0837,0.0003299,1.00271551,84.3159,17.6509,221.7739
YAOGAN-9 01A,36413.0,63.3654,0.0531348,13.45686100790026,189.5101,21.1336,341.0771
YAOGAN-9 01B,36414.0,63.3667,0.0532157,13.45692896789797,189.1972,20.3039,341.8299
YAOGAN-9 01C,36415.0,63.3665,0.0532839,13.45695425789954,189.719,20.6341,341.5341
ECHOSTAR 14,36499.0,0.0188,0.0001931,1.00271003,208.0078,178.4933,76.2982
CRYOSAT 2,36508.0,92.0253,0.0002451,14.51898295847357,259.3747,96.8806,263.268
SES-1,36516.0,0.0298,0.0002778,1.00269677,283.2188,95.1114,155.1032
COSMOS 2463,36519.0,82.9583,0.0035652,13.71660580797777,304.1685,337.7117,132.4393
ASTRA 3B,36581.0,1.278,0.0003585,1.00272298,84.4359,305.4312,256.0405
COMSATBW-2,36582.0,0.0222,0.00027,1.00268667,234.9272,150.7013,244.4748
NAVSTAR 65 (USA 213),36585.0,54.2822,0.0126974,2.00558836116107,211.5428,66.0301,294.8828
BEIDOU-2 G3,36590.0,4.341,0.0008536,1.00272768,61.8052,330.6007,257.4261
BADR-5,36592.0,0.0441,0.0002276,1.00269206,124.7483,295.4559,223.6048
SJ-12,36596.0,97.7669,0.0006542,15.16050868863654,110.1789,7.3949,352.7378
TANDEM-X,36605.0,97.4466,0.0001854,15.19147196875308,102.2676,93.0429,267.1017
COMS 1,36744.0,4.6142,0.000129,1.00272821,76.3826,319.9019,16.6027
ARABSAT-5A,36745.0,0.0811,0.0003891,1.00273078,52.1229,351.3084,245.1469
ECHOSTAR 15,36792.0,0.0477,0.0002019,1.00273395,72.9331,310.0127,131.4323
CARTOSAT-2B,36795.0,98.0037,0.0012616,14.78585145848935,145.2994,70.945,289.3126
ALSAT-2A,36798.0,97.7645,0.000206,14.74373988842877,99.9439,90.1916,269.953
TISAT 1,36799.0,98.0674,0.000414,15.2888156085632,33.9149,120.3655,239.7993
BEIDOU-2 IGSO-1,36828.0,54.2909,0.0057461,1.00295665,163.6978,222.7538,133.1758
NILESAT 201,36830.0,0.0313,0.0002891,1.0027222,133.3151,257.5351,217.5716
RASCOM-QAF 1R,36831.0,0.0263,0.0006461,1.00271638,119.716,249.2075,250.1021
YAOGAN-10,36834.0,97.9046,0.0001624,14.85127219846249,118.299,86.1221,3.5616
AEHF-1 (USA 214),36868.0,8.0366,0.0004452,1.00266644,69.0054,306.5925,246.7752
COSMOS 2467,37152.0,82.4519,7.33e-05,12.42983213706309,111.3686,55.0645,15.0513
STRELA 3,37153.0,82.4538,0.0006507,12.40790731705195,124.5122,239.0057,121.0382
COSMOS 2468 (RODNIK-S 3),37154.0,82.4556,0.0015906,12.43744848706678,108.6012,108.3478,320.9551
YAOGAN-11,37165.0,98.3961,0.0035848,14.81968666837138,316.7635,118.974,241.5073
ZHEDA PIXING 1B,37166.0,97.9431,0.001987,14.90949520839398,71.883,160.3155,199.8834
ZHEDA PIXING 1C,37167.0,97.9735,0.0019223,14.90693800839411,75.1108,166.5283,193.6452
SBSS (USA 216),37168.0,97.7434,0.0083614,15.15983051841219,337.894,99.6309,325.5043
SHIJIAN-6 04A (SJ-6 04A),37179.0,97.8347,0.0020481,15.17071978845749,114.9849,118.187,242.1435
SHIJIAN-6 04B (SJ-6 04B),37180.0,97.87,0.0011018,14.99169355844605,98.9213,195.1872,164.9021
XM-5,37185.0,0.0671,0.0003913,1.00273168,269.4206,267.635,338.2222
GLOBALSTAR M079,37188.0,52.006,6.7e-05,12.62264705713181,334.3951,105.6205,34.1132
GLOBALSTAR M074,37189.0,52.004,6.22e-05,12.6226700571379,333.575,75.0916,89.9759
GLOBALSTAR M076,37190.0,52.0053,4.31e-05,12.62271269713512,333.7005,90.489,60.4227
GLOBALSTAR M077,37191.0,52.0018,6.39e-05,11.68156258712494,7.1661,144.361,5.1131
GLOBALSTAR M075,37192.0,51.9974,6.22e-05,12.62265450712593,15.5158,75.4187,70.184
GLOBALSTAR M073,37193.0,52.0062,6.84e-05,12.62266122714507,291.5717,112.2697,270.4441
BSAT-3B,37207.0,0.0255,7.23e-05,1.00272836,178.3057,109.2855,8.8156
BEIDOU-2 G4,37210.0,3.4642,0.0007321,1.0027151,69.3636,215.4986,150.6018
FENGYUN 3B,37214.0,98.9709,0.0022709,14.14826004796979,139.9476,38.5633,92.1371
COSMO-SKYMED 4,37216.0,97.8873,0.0001458,14.82157360833616,278.9177,82.0777,278.0602
SKYTERRA 1,37218.0,4.9691,0.0002481,1.00272018,50.8892,1.8279,138.1036
O/OREOS (USA 219),37224.0,71.9703,0.0015812,14.93434758105543,248.6757,214.0698,145.9459
HYLAS 1,37237.0,5.4564,0.0001938,1.00272226,73.9108,286.7644,270.0522
INTELSAT 17 (IS-17),37238.0,0.0147,0.0002446,1.00271426,197.4531,186.0341,318.4685
BEIDOU-2 IGSO-2,37256.0,47.6922,0.004807,1.00251076,272.8379,212.2935,326.6285
EUTELSAT KA-SAT 9A,37258.0,0.0602,0.0003496,1.00269682,1.2423,135.8807,359.7614
HISPASAT 30W-5,37264.0,0.0374,0.0004194,1.00272526,117.2021,284.6221,192.9749
KOREASAT 6,37265.0,0.0202,0.0002331,1.00272288,222.076,152.7019,57.1919
BEIDOU-2 IGSO-3,37384.0,62.3016,0.0034198,1.00287208,40.9294,190.2272,350.7783
RESOURCESAT-2,37387.0,98.7703,0.0010526,14.22143699775673,162.1926,103.8197,256.4153
YOUTHSAT,37388.0,98.3631,0.001404,14.25598032777067,71.3975,195.4087,234.3454
X-SAT,37389.0,98.3461,0.0013485,14.25183699777143,74.7982,195.5413,164.5356
INTELSAT 28 (IS-28),37392.0,1.6152,0.0004521,1.00272088,83.5187,296.7697,220.4564
YAHSAT 1A,37393.0,0.006,0.000288,1.00269865,216.4117,170.3857,259.6518
SBIRS GEO-1 (USA 230),37481.0,4.3745,0.0002232,1.00272357,53.1086,317.2507,321.6648
TELSTAR 14R,37602.0,0.0189,0.0002441,1.00268319,217.3527,163.4455,193.366
GSAT-8,37605.0,1.9401,0.0005727,1.00271641,82.7126,224.321,7.8885
ST-2,37606.0,0.0154,0.0001916,1.00273669,223.5039,158.1033,309.2637
ZHONGXING-10,37677.0,0.8561,0.0002713,1.00270895,85.0344,305.5304,297.8679
SJ-11-03,37730.0,97.9273,0.0006769,14.64260186786293,61.0166,268.7598,221.2392
GLOBALSTAR M083,37739.0,51.9854,7.6e-05,12.62262266683554,239.0537,128.3233,19.4083
GLOBALSTAR M088,37740.0,52.0201,3.23e-05,12.62262803679137,144.511,115.026,254.1447
GLOBALSTAR M091,37741.0,51.9985,3.95e-05,12.6227082767994,107.0148,105.5531,334.1747
GLOBALSTAR M085,37742.0,52.0132,5.45e-05,12.62269960680453,58.2396,95.5497,44.3363
GLOBALSTAR M081,37743.0,51.9961,2.96e-05,12.62263376680602,60.6801,82.9443,56.5472
GLOBALSTAR M089,37744.0,51.9958,5.02e-05,12.62265391681446,14.9591,44.165,120.9734
SES-3,37748.0,1.1356,0.0003459,1.00271481,83.8548,295.3828,167.3741
KAZSAT-2,37749.0,0.0396,0.0001277,1.00270853,327.0971,117.4627,273.8965
NAVSTAR 66 (USA 232),37753.0,56.5978,0.014108,2.00563150107789,334.9141,61.3104,118.7178
BEIDOU-2 IGSO-4,37763.0,54.5871,0.0156581,1.00260433,166.404,231.4212,120.2889
SJ-11-02,37765.0,98.2714,0.001147,14.64399214783137,343.9631,129.9949,345.5793
ASTRA 1N,37775.0,0.0874,0.0005044,1.00269556,41.2005,359.6758,203.1299
BSAT-3C (JCSAT-110R),37776.0,0.0464,3.62e-05,1.00283675,38.8948,14.5663,243.1013
PAKSAT-1R,37779.0,0.4971,0.0003104,1.00278412,85.1589,321.6266,251.453
HAIYANG-2A,37781.0,99.3413,0.0003799,13.76912099736497,98.4539,231.0128,129.0685
NIGERIASAT-2,37789.0,97.8727,0.0030238,14.70452010779702,73.9141,1.6147,123.5632
NIGERIASAT-X,37790.0,97.8515,0.001167,14.60811879779374,82.1792,201.8071,158.2635
RASAT,37791.0,98.0554,0.0021895,14.68096303782341,186.8358,68.1873,342.6807
APRIZESAT 5,37792.0,98.2422,0.0051093,14.80934513787843,25.1986,240.2567,119.3555
APRIZESAT 6,37793.0,98.2401,0.0042442,14.76813514786239,3.2279,324.1013,187.7732
SES-2,37809.0,0.0544,0.0002948,1.00272411,65.7512,309.8626,154.5451
ARABSAT-5C,37810.0,0.0559,0.0002773,1.00270748,22.1436,354.279,265.9839
EUTELSAT 7 WEST A,37816.0,0.0774,0.000162,1.00272662,29.8657,90.212,128.0056
TACSAT 4,37818.0,62.8154,0.4626439,6.15242999320233,170.458,281.4945,31.6801
QUETZSAT 1,37826.0,0.0494,0.0002321,1.00272088,59.2742,313.5282,186.374
INTELSAT 18 (IS-18),37834.0,0.0177,0.0001978,1.00273746,250.8938,124.3087,73.611
EUTELSAT 16A,37836.0,0.0583,0.0005547,1.00272864,14.9844,2.3828,261.0447
JUGNU,37839.0,19.9619,0.0018412,14.13753227748525,38.8189,338.0893,108.9138
SRMSAT,37841.0,19.9707,0.0011924,14.1155745574736,146.8101,110.2073,318.698
VIASAT-1,37843.0,0.0191,0.0002589,1.0027214,224.7333,151.8774,90.2672
GSAT0101 (GALILEO-PFM),37846.0,57.0172,0.00041,1.70475877,343.7769,17.7484,342.3127
GSAT0102 (GALILEO-FM2),37847.0,57.0179,0.0004811,1.70475892,343.7712,9.1881,172.2383
SUOMI NPP,37849.0,98.7903,0.0002009,14.19500925747957,35.6628,144.6996,215.4314
COSMOS 2476 [GLONASS-M],37867.0,65.2287,0.0024793,2.13103623112176,75.3878,242.3223,297.8742
COSMOS 2477 [GLONASS-M],37868.0,65.2346,0.0021883,2.13102755112146,75.5056,243.9509,308.0017
COSMOS 2475 [GLONASS-M],37869.0,65.2414,0.002783,2.13101572112155,75.5251,255.4078,284.8639
YAOGAN-12,37875.0,97.1228,0.0011606,15.25697855800778,136.3659,123.6024,236.6325
CHUANGXIN 1-03 (CX-1-03),37930.0,98.7036,0.0014492,14.30523438750093,111.8642,337.7221,78.1251
SHIYAN-4 (SY-4),37931.0,98.7011,0.0022987,14.3110095674829,112.9954,6.4003,55.0593
ASIASAT 7,37933.0,0.0181,0.0001782,1.00274928,186.3144,188.4836,302.6876
BEIDOU-2 IGSO-5,37948.0,47.8149,0.0109539,1.00265759,272.4589,220.8427,142.8662
LUCH-5A,37951.0,8.567,0.0003176,1.00271206,74.881,284.46,83.044
SSOT,38011.0,97.8133,0.0001507,14.8234892677343,156.4531,86.5253,350.5599
PLEIADES 1A,38012.0,98.2009,0.0001405,14.5856311076121,170.3331,75.1803,17.8728
NIGCOMSAT 1R,38014.0,0.0386,0.0002951,1.00268617,239.977,94.6085,348.1459
ZIYUAN 1-02C (ZY 1-02C),38038.0,98.4127,0.0006856,14.38152741748595,163.1689,158.9502,274.7273
GLOBALSTAR M084,38040.0,51.9998,4.72e-05,12.62266137659372,243.5691,99.5989,62.0071
GLOBALSTAR M080,38041.0,52.0051,0.0001168,12.62267990659486,245.6895,105.4532,267.5284
GLOBALSTAR M082,38042.0,52.0067,9.23e-05,12.6226874366025,199.6934,119.2671,247.0114
GLOBALSTAR M092,38043.0,52.0084,7.56e-05,12.62265755658681,290.5388,92.3738,80.2841
GLOBALSTAR M090,38044.0,52.0118,6.62e-05,12.62272123660248,196.6779,130.1219,235.495
GLOBALSTAR M086,38045.0,51.989,8.19e-05,12.62284851660328,193.513,216.4276,168.9376
WGS F4 (USA 233),38070.0,0.0169,1.45e-05,1.00272164,187.3607,180.4331,317.1246
LARES,38077.0,69.4911,0.000659,12.54932167647797,58.5376,119.9556,240.2126
SES-4,38087.0,0.0293,0.0002267,1.00271821,65.6049,315.9599,226.8854
BEIDOU-2 G5,38091.0,3.3901,0.0013251,1.00275805,70.1219,260.9431,347.8598
MUOS-1,38093.0,5.3256,0.0058898,1.00271644,47.1831,359.7937,145.4249
INTELSAT 22 (IS-22),38098.0,0.0126,0.0001678,1.00271481,222.1585,156.2103,314.8226
APSTAR-7,38107.0,0.0119,0.0002762,1.0027211,188.5875,200.8153,282.7759
YAHSAT 1B,38245.0,0.0927,0.000282,1.00271503,87.659,289.1778,290.0844
BEIDOU-2 M3,38250.0,55.8213,0.0020359,1.8622988,307.3906,279.2572,80.5424
BEIDOU-2 M4,38251.0,55.7217,0.001149,1.86229504,306.6127,286.3121,73.5904
AEHF-2 (USA 235),38254.0,6.48,0.0002858,1.00271294,58.0182,302.3605,253.55
YAOGAN-14,38257.0,97.2914,0.0006541,15.27018765774546,233.2009,87.0848,273.114
JCSAT-13,38331.0,0.0428,0.000263,1.00270797,79.0047,324.0869,0.1779
VINASAT-2,38332.0,0.0394,0.0002805,1.00272878,44.4701,347.5467,24.5573
GCOM-W1 (SHIZUKU),38337.0,98.2088,0.0001123,14.57138238738278,35.9836,75.3642,85.9206
ARIRANG-3 (KOMPSAT-3),38338.0,98.1106,0.0005347,14.62139331740542,53.0317,1.8357,358.2863
SDS-4,38339.0,98.1335,0.0007134,14.75694819745085,189.745,163.8186,196.3252
NIMIQ 6,38342.0,0.0451,0.0002601,1.00271852,68.1529,304.874,172.9236
ZHONGXING-2A,38352.0,1.2634,9.28e-05,1.00271664,84.847,337.3258,270.7036
YAOGAN-15,38354.0,100.742,0.0025843,13.18379506665706,297.654,98.529,261.8753
INTELSAT 19 (IS-19),38356.0,0.0206,0.0003064,1.00270509,112.9512,263.5924,64.9174
NUSTAR,38358.0,6.0262,0.0006911,15.08080162,228.4555,86.4001,237.1994
ECHOSTAR 17,38551.0,0.0186,0.000194,1.00272213,175.3194,204.3574,95.7615
METEOSAT-10 (MSG-3),38552.0,4.4973,0.0002426,1.00273251,61.3269,295.6453,259.02
SES-5,38652.0,0.0597,0.0001981,1.00270782,304.3178,71.5629,245.3841
EXACTVIEW-1 (ADS-1B),38709.0,98.9667,0.0011256,14.24962195712188,210.0634,29.7998,330.3819
MKA-PN 1,38711.0,98.9611,0.0011736,14.25401562712316,209.6717,26.9388,333.2397
COSMOS 2481,38733.0,82.4704,0.0017765,12.42433218620573,121.3065,234.7266,125.2152
GONETS-M 3,38734.0,82.4693,0.0015702,12.44899674621474,111.1032,219.7763,140.2168
GONETS-M 4,38736.0,82.4743,0.0024445,12.43901492613763,117.0037,211.9312,148.0288
INTELSAT 20 (IS-20),38740.0,0.0175,0.0002599,1.00271913,135.6867,31.9243,176.8492
HYLAS 2,38741.0,2.2366,0.0002749,1.00272814,81.9533,317.144,164.8735
EXPRESS-MD2,38745.0,49.8303,0.1590522,12.38406662551609,303.3388,331.9522,20.3772
INTELSAT 21 (IS-21),38749.0,0.0203,0.0001946,1.00270089,212.6,178.1812,188.7695
SPOT 6,38755.0,98.2175,0.0001469,14.58564441722281,162.4686,84.6301,275.5066
SMDC ONE 1.2,38759.0,64.6589,0.0106637,15.19656179104906,59.6917,200.0722,159.6196
CINEMA,38764.0,64.6459,0.0059904,15.43528136105786,337.0632,197.3734,162.5356
AEROCUBE 4.5A,38767.0,64.6343,0.0035004,15.6752582136093,291.9358,209.3343,150.5842
METOP-B,38771.0,98.6586,0.0002414,14.21427520702752,147.1564,172.2208,187.9007
BEIDOU-2 M6,38775.0,56.481,0.0014446,1.86231006,65.3724,345.0815,14.8482
ASTRA 2F,38778.0,0.0674,0.0001522,1.00269385,255.2493,31.8562,1.5201
GSAT-10,38779.0,0.0847,0.0006175,1.00273174,265.6871,171.5252,279.7188
VRSS-1,38782.0,97.6109,0.0019218,14.79875903728672,74.3998,115.9168,244.4029
NAVSTAR 67 (USA 239),38833.0,53.57,0.0177408,2.00566305,146.638,64.9742,296.9422
GSAT0103 (GALILEO-FM3),38857.0,55.758,0.0005893,1.70473455,103.6444,291.3384,68.6425
SJ-9A,38860.0,97.6653,0.0026656,14.85305388688608,68.8645,138.2916,222.0338
SJ-9B,38861.0,97.5947,0.0017006,14.91039792728701,81.0701,100.1842,260.1296
INTELSAT 23 (IS-23),38867.0,0.0182,5.95e-05,1.00269445,249.6397,152.9859,182.2427
BEIDOU-2 G6,38953.0,4.2347,0.0010894,1.00271777,74.3032,311.1806,269.038
LUCH-5B,38977.0,10.3265,0.0002451,1.0027362,50.6027,229.3603,318.4857
YAMAL 300K,38978.0,0.011,3.93e-05,1.00272982,186.0808,45.6533,168.75
STAR ONE C3,38991.0,0.0297,0.0002534,1.00271931,267.8834,127.3143,166.113
EUTELSAT 21B,38992.0,0.0709,0.0002834,1.00272988,8.9559,3.025,272.0308
ECHOSTAR 16,39008.0,0.0134,0.0002152,1.00268072,190.8908,189.3236,195.5849
YAOGAN-16 01A,39011.0,63.3522,0.0429646,13.45506510656195,120.8111,26.5006,335.7306
YAOGAN-16 01B,39012.0,63.3527,0.0429803,13.45505088656153,121.0172,26.2433,335.9693
YAOGAN-16 01C,39013.0,63.3526,0.0429878,13.45496089656197,120.3144,25.8174,336.3634
ZHONGXING-12,39017.0,0.0215,0.0003449,1.00270424,176.0721,195.9819,286.1356
PLEIADES 1B,39019.0,98.198,0.0001305,14.58550874710074,170.3238,79.3313,280.8033
EUTELSAT 70B,39020.0,0.0662,0.0001752,1.00272337,353.2769,24.8335,313.3915
YAMAL 402,39022.0,1.0728,0.000405,1.00273931,85.0846,288.2478,44.0437
GOKTURK 2,39030.0,97.6865,0.0001109,14.75469524713611,295.4139,107.6137,252.5195
SKYNET 5D,39034.0,0.0751,0.0003929,1.00270127,342.1785,31.5228,319.2874
MEXSAT 3,39035.0,0.0149,0.0001251,1.0026974,146.6912,235.0104,133.9785
COSMOS 2482 (RODNIK-S 4),39057.0,82.4931,0.0027658,12.42994416599527,266.372,184.4037,175.6804
COSMOS 2483 (RODNIK-S 5),39058.0,82.4946,0.0016943,12.44023378592408,260.9636,171.4146,188.7227
COSMOS 2484 (RODNIK-S 6),39059.0,82.4965,0.0026265,12.42937225599377,267.8675,193.2033,166.8362
TDRS 11,39070.0,3.4128,0.0004476,1.00273267,29.9365,356.8492,68.0077
GLOBALSTAR M097,39072.0,52.0031,3.71e-05,12.62260253607569,108.5417,126.4646,233.6255
GLOBALSTAR M093,39073.0,52.0091,4.17e-05,12.62264440607519,101.9421,145.2601,214.8293
GLOBALSTAR M094,39074.0,51.9988,5.56e-05,12.62267215609124,16.134,98.1692,261.9238
GLOBALSTAR M096,39075.0,52.0077,4.28e-05,12.62263967608052,64.5932,99.1952,260.8963
GLOBALSTAR M078,39076.0,51.986,0.0001261,12.62277156606659,149.2707,106.9045,253.196
GLOBALSTAR M095,39077.0,52.0067,8.01e-05,12.62267158606538,146.2074,130.0645,230.0292
AMAZONAS 3,39078.0,0.0261,0.0001869,1.00273714,222.255,137.5707,216.4997
AZERSPACE 1,39079.0,0.0145,0.00019,1.00274592,202.8087,219.7163,242.7403
LANDSAT 8,39084.0,98.1875,0.0001217,14.57110253687123,165.5063,89.7565,270.3773
SARAL,39086.0,98.5564,0.0002709,14.32837628685015,281.7275,123.5759,236.5684
SAPPHIRE,39088.0,98.4241,0.0012323,14.3522025968594,275.2748,108.2891,251.9636
NEOSSAT,39089.0,98.416,0.0012165,14.35799793686121,275.9975,105.7698,254.4831
STRAND-1,39090.0,98.3906,0.0009856,14.37118190686408,276.0425,93.1051,267.1264
BRITE-AUSTRIA,39091.0,98.3975,0.0011383,14.365117806864,275.3041,100.8326,259.4142
SBIRS GEO-2 (USA 241),39120.0,4.3297,0.0002248,1.00271532,52.4167,318.5865,213.6525
EUTELSAT 117 WEST A,39122.0,0.05,0.0002971,1.00271848,55.9155,319.1205,141.4757
ANIK G1,39127.0,0.0419,0.0002471,1.00272212,84.8485,274.027,164.2963
GAOFEN-1,39150.0,97.9138,0.0018096,14.76528654697336,167.8204,140.6659,219.5869
NEE-01 PEGASO,39151.0,98.1108,0.0013596,14.93292166699601,235.5903,53.0789,307.1673
COSMOS 2485 [GLONASS-M],39155.0,65.3788,0.0025098,2.13103023100687,76.1162,237.7826,121.9613
ZHONGXING-11,39157.0,0.0144,0.0001383,1.00269499,238.2106,169.494,284.8093
PROBA-V,39159.0,98.3541,0.0004198,14.2358092667054,76.193,7.2967,352.8273
VNREDSAT 1,39160.0,97.916,0.0001377,14.64929338689463,150.4745,82.4448,277.6912
EUTELSAT 7B,39163.0,0.0721,0.0006293,1.00273468,18.4428,351.2683,253.7027
NAVSTAR 68 (USA 242),39166.0,54.5658,0.0141962,2.00563989,272.1198,50.3418,310.8851
WGS F5 (USA 243),39168.0,0.0167,2.39e-05,1.002729,209.0871,169.491,206.8521
SES-6,39172.0,0.0403,0.0002702,1.00273153,290.7766,84.3301,218.85
COSMOS 2486,39177.0,98.0076,0.000955,14.5616283868062,64.5865,244.2413,115.78
O3B FM5,39188.0,0.1018,0.0003217,5.00116518233334,5.9687,357.9536,356.0787
O3B FM4,39189.0,0.0535,0.0005068,5.00115128232953,345.5776,27.4764,346.9547
O3B FM2,39190.0,0.0517,0.00028,5.00116081233371,339.0554,31.4742,349.4743
O3B PFM,39191.0,0.0701,0.0005395,5.0011606523295,3.9943,16.2253,339.8
IRIS,39197.0,97.9379,0.0024022,14.85729007689387,293.6464,198.1792,161.8567
IRNSS-1A,39199.0,35.5564,0.0016725,1.00278968,64.9409,190.8703,349.2228
SJ-11-05,39202.0,98.2846,0.001118,14.64812430678415,278.5831,104.7696,255.4746
MUOS-2,39206.0,4.8485,0.0051199,1.0027321,45.3874,182.6016,212.1659
SHIYAN-7 (SY-7),39208.0,98.0904,0.0008524,14.72198449681299,97.6316,32.0369,328.1354
CHUANGXIN-3 (CX-3),39209.0,98.0839,0.0004631,14.74467579681428,100.424,29.444,330.7028
SHIJIAN-15 (SJ-15),39210.0,98.1057,0.0006855,14.71407587683463,97.6245,34.5723,325.5928
ALPHASAT,39215.0,2.988,0.0002182,1.00271539,1.9937,42.3727,238.2113
INSAT-3D,39216.0,1.7354,0.0001769,1.00272148,83.4645,264.8872,65.8685
WGS F6 (USA 244),39222.0,0.0158,4.55e-05,1.00270795,189.9139,228.018,54.0233
ARIRANG-5 (KOMPSAT-5),39227.0,97.6193,0.0004387,15.04504338692742,282.0056,45.7458,314.4128
ES'HAIL 1,39233.0,0.0682,0.0002689,1.00274024,29.6174,345.7652,272.5441
GSAT-7,39234.0,0.1034,0.0005299,1.00272604,86.2925,214.2137,49.4416
AMOS-4,39237.0,0.028,0.0003338,1.0027319,130.4209,238.4051,291.0217
YAOGAN-17 01A,39239.0,63.3854,0.0419696,13.45498560618346,280.873,11.5308,349.4975
YAOGAN-17 01B,39240.0,63.3864,0.0419796,13.45467008618388,281.5585,11.0704,349.9213
YAOGAN-17 01C,39241.0,63.3861,0.04206,13.45472192618423,280.4325,11.1562,349.8442
