satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly,orbital_period_minutes,orbit_type
STARLINK-34607,64742.0,53.1593,0.0001281,15.3018789,62.7739,79.4709,280.6436,94.10609046187132,LEO
STARLINK-34236,64743.0,53.1598,0.0001181,15.30192582,62.6693,81.868,278.2455,94.10580190618126,LEO
STARLINK-34185,64744.0,53.1601,0.0001436,15.30197591,61.9185,89.1646,270.9519,94.10549385710019,LEO
STARLINK-34581,64745.0,53.1588,0.0001166,15.30194671,62.8226,71.5255,288.5873,94.10567343427901,LEO
STARLINK-34592,64746.0,53.1611,0.0001345,15.30217781,49.7101,103.8522,256.2629,94.10425221035906,LEO
STARLINK-34589,64747.0,53.1617,0.000117,15.30208126,50.2959,89.5588,270.5547,94.10484597047552,LEO
STARLINK-34536,64748.0,53.1602,0.0001241,15.30218083,62.7041,104.9426,255.1713,94.10423363818006,LEO
STARLINK-34595,64749.0,53.1598,0.0001377,15.30208093,62.7091,87.737,272.3789,94.10484799991187,LEO
STARLINK-34531,64750.0,53.1615,0.0001315,15.30212424,62.309,90.4974,269.6177,94.10458165251441,LEO
SHIYAN-28B 01,64753.0,10.9993,0.0003249,14.29371257,88.4662,284.0588,75.9279,100.74359568572183,LEO
STARLINK-33965,64755.0,53.1567,0.000119,15.30207868,124.0546,88.9174,271.1963,94.10486183698018,LEO
STARLINK-34371,64756.0,53.1595,0.0001176,15.30217538,124.1891,90.317,269.7965,94.1042671542038,LEO
STARLINK-34401,64757.0,53.1592,9.77e-05,15.3020401,124.2561,85.4382,274.673,94.10509909721124,LEO
STARLINK-34593,64758.0,53.1566,0.0001254,15.30204824,124.0427,89.3353,270.7791,94.10504903753983,LEO
STARLINK-34598,64759.0,53.1575,0.0001139,15.30208927,123.6604,91.6439,268.4692,94.10479671054749,LEO
STARLINK-34235,64760.0,53.1562,0.0001229,15.30208903,124.0721,86.1873,273.9268,94.10479818649964,LEO
STARLINK-34635,64761.0,53.1577,0.000145,15.30192127,123.6732,88.7917,271.325,94.10582988837976,LEO
STARLINK-34638,64762.0,53.1568,0.0001275,15.30206807,124.1045,44.3332,315.7771,94.10492708649936,LEO
STARLINK-34534,64763.0,53.1579,6.8e-05,15.30187995,124.1465,81.3336,278.7742,94.10608400440366,LEO
STARLINK-34261,64764.0,53.1567,0.0001366,15.30203144,124.0804,53.7837,306.329,94.10515235485623,LEO
STARLINK-34566,64765.0,53.1574,0.0001265,15.30206105,124.0023,80.3019,279.8125,94.10497025823851,LEO
STARLINK-34645,64766.0,53.1594,0.0001081,15.30201876,124.2675,97.8641,262.2482,94.10523033498099,LEO
STARLINK-34639,64767.0,53.1567,0.000126,15.30197732,123.6917,64.1786,295.9345,94.10548518575375,LEO
STARLINK-34609,64768.0,53.1605,0.0001233,15.30179191,114.1233,78.6378,281.4762,94.1066254507705,LEO
STARLINK-34246,64769.0,53.158,0.0001051,15.30231802,124.0122,72.2533,287.8582,94.1033899647055,LEO
STARLINK-34618,64770.0,53.1567,0.0001759,15.30218431,124.031,116.7925,243.3256,94.10421223713519,LEO
STARLINK-34541,64771.0,53.1583,0.0001028,15.30207284,123.6009,47.4705,312.6382,94.1048977518787,LEO
STARLINK-34652,64772.0,53.1591,0.0001153,15.30223249,123.5953,95.888,264.2252,94.10391594435904,LEO
STARLINK-34612,64773.0,53.1576,0.0001708,15.30215617,123.6277,130.2236,229.8914,94.1043852906907,LEO
STARLINK-34621,64774.0,53.1604,0.0001033,15.30209874,124.2253,107.9648,252.1466,94.10473847197251,LEO
STARLINK-34657,64775.0,53.1582,0.0001271,15.30216648,124.1689,84.4336,275.681,94.10432188684435,LEO
STARLINK-34637,64776.0,53.1571,6.51e-05,15.30202463,124.126,28.3719,331.7317,94.10519423533303,LEO
STARLINK-34547,64777.0,53.1567,0.0001462,15.30211449,124.0592,84.7837,275.3331,94.10464161283373,LEO
STARLINK-34537,64778.0,53.1574,0.0001225,15.30214615,101.1229,48.2512,311.8593,94.10444691119356,LEO
STARLINK-34585,64779.0,53.1577,0.000133,15.30200869,123.6737,70.5116,289.6028,94.1052922640838,LEO
STARLINK-34491,64780.0,53.1581,0.0001278,15.30176746,123.6325,117.875,242.238,94.10677581947778,LEO
STARLINK-34582,64781.0,53.1575,0.0001382,15.30202932,123.6424,70.1896,289.9254,94.10516539253369,LEO
STARLINK-34482,64782.0,53.1576,0.0001217,15.30193068,123.6815,78.6884,281.4253,94.10577201752164,LEO
DROR 1,64784.0,0.0495,0.0003609,1.00271603,67.7392,296.1771,258.5068,1436.0995106460998,GEO
TIANZHOU-9,64786.0,41.4678,0.000377,15.61988078281151,52.9483,120.6138,239.5073,92.19020426741095,LEO
STARLINK-34629,64790.0,70.0021,0.000309,14.9834211,69.814,270.8268,89.2537,96.1062223633293,LEO
STARLINK-34697,64791.0,70.002,0.0003738,14.98343268,69.8214,269.9213,90.1518,96.10614808728863,LEO
STARLINK-34632,64792.0,70.0019,0.0003581,14.98348893,69.9597,267.5398,92.5351,96.10578729209232,LEO
STARLINK-34693,64793.0,70.0021,0.0003332,14.98329815,70.1471,266.6427,93.4351,96.10701099210257,LEO
STARLINK-34666,64794.0,70.0025,0.0003605,14.98330992,70.1536,271.8549,88.2197,96.10693549613235,LEO
STARLINK-34567,64795.0,70.0018,0.0003419,14.98330699,69.7787,271.7272,88.3495,96.10695428993543,LEO
STARLINK-34646,64796.0,70.0024,0.0002778,14.98326867,70.0882,271.133,88.9511,96.10720008533359,LEO
STARLINK-34641,64797.0,70.0012,0.0003436,14.98341499,70.0179,268.0807,91.9958,96.10626155392897,LEO
STARLINK-34649,64798.0,70.0023,0.0003243,14.98321728,70.0955,266.7039,93.3749,96.10752971740926,LEO
STARLINK-34662,64799.0,70.0023,0.0002945,14.98331153,69.7811,269.5498,90.5323,96.1069251691652,LEO
STARLINK-34660,64800.0,70.0011,0.0003581,14.98334244,70.0036,274.7495,85.3255,96.10672690465454,LEO
STARLINK-34604,64801.0,70.0018,0.0004206,14.98345814,70.0476,266.6342,93.4335,96.10598478302954,LEO
STARLINK-34658,64802.0,70.0023,0.0003173,14.98328965,70.1325,267.5523,92.5272,96.10706551348021,LEO
STARLINK-34620,64803.0,70.0021,0.0003717,14.98327583,70.1309,269.0095,91.0638,96.10715415895804,LEO
STARLINK-34633,64804.0,70.0021,0.0002982,14.98328648,70.0296,270.9831,89.0986,96.10708584676277,LEO
STARLINK-34624,64805.0,70.0023,0.0003945,14.98328783,70.1056,269.3816,90.6892,96.10707718747734,LEO
STARLINK-34664,64806.0,70.0021,0.0002941,14.98330446,69.7609,270.3966,89.6856,96.10697051803751,LEO
STARLINK-34663,64807.0,70.0024,0.0003414,14.98338694,70.0657,269.8463,90.2305,96.10644147190395,LEO
STARLINK-34696,64808.0,70.0023,0.0003158,14.98326989,70.0759,266.3666,93.7132,96.1071922598866,LEO
STARLINK-34675,64809.0,70.002,0.0003084,14.98332754,70.0354,271.7889,88.2916,96.10682247689822,LEO
