satellite,line1,line2,norad_id,inclination,eccentricity,mean_motion,right_ascension,perigee,mean_anomaly,orbital_period_minutes,orbit_type,latitude,longitude,altitude_km,x,y,z
STARLINK-2170,1 47753U 21017AH  26097.31365450 -.00002213  00000+0 -62593-4 0  9996,2 47753  53.1611  70.9389 0001332 111.9982 248.1161 15.30209424282275,47753,0.9278362289819576,0.0001332,0.0667679817346148,1.2381173727430057,1.9547373463071127,4.330442872207502,94.10476614604885,LEO,-21.02186492536321,51.78916539465523,486.20062418465477,3959.2657862369433,5029.372083518036,-2459.8437510909994
STARLINK-2171,1 47754U 21017AJ  26097.58335648  .00134826  00000+0  74048-3 0  9993,2 47754  53.0430  24.7617 0002917 202.5462 240.7862 15.78866020  5884,47754,0.9257749951353522,0.0002917,0.0688910262421466,0.4321731933910799,3.535098077402939,4.202511983365571,91.20469892689184,LEO,40.01265615923205,62.72152040805415,337.03166423251423,2354.6878527397043,4566.331554011657,4312.974618907881
STARLINK-2178,1 47760U 21017AQ  26097.25524282  .00016675  00000+0  57359-3 0  9995,2 47760  53.1591  84.0568 0001463  85.7492 274.3676 15.30215949282062,47760,0.9278013223969176,0.0001463,0.066768266441449,1.4670679186903697,1.4966058709511216,4.788617980794794,94.104364873536,LEO,-46.279976524267155,29.751160348054036,487.7609350720413,4115.501189797502,2352.313292587877,-4957.002490897097
STARLINK-2180,1 47762U 21017AS  26097.58335648  .00076047  00000+0  10230-2 0  9994,2 47762  53.1601  80.4364 0002237  96.7755  64.9648 15.57224921  5888,47762,0.9278187756894376,0.0002237,0.0679467551638964,1.403880018451167,1.6890511102637722,1.1338496578996122,92.4721907915062,LEO,47.549882291102776,-155.80951556170925,394.88058905318394,-4165.615019089214,-1871.2701341944191,4992.308057696061
STARLINK-2185,1 47767U 21017AX  26097.30949743  .00114320  00000+0  23909-2 0  9990,2 47767  53.1596  70.0922 0002140 113.9440 246.1792 15.44620767282286,47767,0.9278100490431777,0.000214,0.0673967951970754,1.2233396699663694,1.9886979628924188,4.296637589925624,93.22676677439756,LEO,18.60186460830632,82.22968292823387,437.52990496596703,872.4385468700983,6393.589029012913,2171.8539952853166
STARLINK-2193,1 47770U 21017BA  26097.14824656  .00008038  00000+0  28301-3 0  9991,2 47770  53.1589  71.6464 0001078 105.0793 255.0327 15.30224146282225,47770,0.9277978317384136,0.0001078,0.066768624103046,1.2504655772008653,1.8339797606908776,4.451160315250943,94.10386078171328,LEO,11.696459409431487,-120.45693975577502,481.106376146462,-3401.1475348479353,-5783.938379445173,1389.1054887970026
STARLINK-2194,1 47771U 21017BB  26097.22516775  .00014086  00000+0  48676-3 0  9998,2 47771  53.1607  71.2987 0001606  84.7227 275.3957 15.30204384282243,47771,0.9278292476649496,0.0001606,0.066767761823129,1.2443970673916809,1.4786900661793998,4.806561710834547,94.10507609681518,LEO,51.70287607540327,176.79171275653613,474.27754277825534,-4235.6407968578205,237.42364680410594,5372.225022241361
STARLINK-2195,1 47772U 21017BC  26097.38489385  .00006897  00000+0  24466-3 0  9994,2 47772  53.1591  83.9910 0001125  91.1421 268.9709 15.30215599282058,47772,0.9278013223969176,0.0001125,0.0667682511698181,1.4659194920425571,1.5907297321819238,4.694427797052415,94.10438639764516,LEO,-43.43523046981469,36.69274634453944,487.49105050642265,3993.465909260096,2975.8513623288773,-4715.44676470634
STARLINK-2196,1 47773U 21017BD  26097.32581322  .00004874  00000+0  17657-3 0  9990,2 47773  53.1597  83.7077 0001328  96.0234 264.0918 15.30200907282043,47773,0.9278117943724296,0.0001328,0.0667676101103838,1.4609749742716571,1.675924488959523,4.609271437518361,94.10528992713512,LEO,-52.994029160552024,-14.544605611662462,488.05424996581223,3996.1458158124,-1036.7933824098918,-5477.454089714507
STARLINK-2209,1 47776U 21017BG  26097.58335648  .00042598  00000+0  80582-3 0  9991,2 47776  53.1582  66.0793 0003115 103.8174 194.8731 15.47995401  5791,47776,0.9277856144336496,0.0003115,0.0675440413829498,1.153301352413089,1.811955450859961,3.401177218568162,93.0235321803776,LEO,-44.66552541187328,-67.28213069326505,435.7745620113428,1869.6147824020404,-4465.54553898838,-4784.937151383438
STARLINK-2211,1 47778U 21017BJ  26097.19619536  .00115964  00000+0  26895-2 0  9995,2 47778  53.1620  70.1896 0003609 100.0700 260.0713 15.41532183282249,47778,0.9278519369452256,0.0003609,0.0672620302970144,1.2250396206578118,1.7465509824707257,4.539100474941929,93.41355411715072,LEO,-49.934707335878365,4.143965791949634,455.47159485729026,4382.440393091206,317.5175549871178,-5224.376827782528
STARLINK-2213,1 47780U 21017BL  26097.19883075  .00014126  00000+0  48806-3 0  9994,2 47780  53.1609  71.4157 0001253  81.7506 278.3637 15.30205398282267,47780,0.9278327383234536,0.0001253,0.0667678060672256,1.2464391026165145,1.4268171354808763,4.85836308303374,94.10501373750876,LEO,-47.16303669930571,-57.56937049327535,487.7603904020061,2500.8635278252086,-3936.0777825805703,-5029.46989230642
STARLINK-2257,1 47787U 21018A   26097.33390751  .00002970  00000+0  11234-3 0  9991,2 47787  53.1589 112.2881 0001188 103.6308 256.4825 15.30208505281077,47787,0.9277978317384136,0.0001188,0.0667679416356752,1.9597970558086448,1.80869866647574,4.476464098746357,94.104822662713,LEO,-32.31823143470753,-41.709306696259475,486.66402346361065,4326.407318105991,-3855.9491021486697,-3666.253141585413
STARLINK-2314,1 47788U 21018B   26097.26420789  .00137482  00000+0  41633-2 0  9991,2 47788  53.1592  86.7778 0002210  65.0183 295.1048 15.33181414281441,47788,0.9278030677261696,0.000221,0.0668976592617057,1.5145583276371353,1.134783409049429,5.150550398439362,93.92234910043074,LEO,-49.65388767548636,-33.90996162812773,479.2341839937735,3680.5620956064877,-2474.164062158036,-5220.889122502725
STARLINK-2315,1 47789U 21018C   26097.29079230  .00001102  00000+0  92827-4 0  9998,2 47789  53.0555 103.2237 0001242  83.1962 276.9168 15.06400231281198,47789,0.9259931612918516,0.0001242,0.0657291097093828,1.8015934310908703,1.4520476151477064,4.833109914086634,95.59212554316196,LEO,39.679773476438854,139.42982710900438,548.4217813620062,-4045.1966464805246,3463.501614508024,4418.0242695112
STARLINK-2319,1 47790U 21018D   26097.24469983  .00012647  00000+0  43802-3 0  9997,2 47790  53.1595  84.0729 0001288  93.4451 266.6697 15.30228290281478,47790,0.9278083037139256,0.0001288,0.0667688049191565,1.4673489166999407,1.6309246648553533,4.654264280305522,94.10360593973864,LEO,-5.215612654576432,77.42288284382525,483.95347821000723,1486.509611750697,6662.759938422059,-623.1423316982508
STARLINK-2322,1 47791U 21018E   26097.41024295  .00004052  00000+0  14881-3 0  9996,2 47791  53.1587 109.5376 0001401  93.5532 266.5629 15.30209245281135,47791,0.9277943410799098,0.0001401,0.0667679739242664,1.9117917747325408,1.6328113657767591,4.652400268664393,94.10477715418594,LEO,14.94273253150841,-83.9612834297855,480.6847069582773,696.4258835924544,-6583.254293208704,1766.7306594887534
STARLINK-2334,1 47792U 21018F   26097.43086255  .00003203  00000+0  23390-3 0  9995,2 47792  53.0544 102.5948 0001285  84.0914 276.0221 15.06391195281217,47792,0.9259739626700796,0.0001285,0.0657287154395048,1.7906170554250784,1.4676718026115596,4.817494453269041,95.59269894696916,LEO,10.322204686767861,108.67482138653395,553.532674882671,-2181.3284699113005,6453.794891960452,1240.7620095640245
STARLINK-2338,1 47793U 21018G   26097.18022596  .00002414  00000+0  18098-3 0  9998,2 47793  53.0552 103.7206 0001487  96.3671 263.7487 15.06383983281164,47793,0.9259879253040956,0.0001487,0.0657284007566407,1.8102659721440304,1.6819231855986274,4.603283212854768,95.59315660886182,LEO,-47.36476317103904,45.97197643755645,560.0475024019206,3262.791924526905,3375.414517668506,-5099.037671140174
STARLINK-2373,1 47796U 21018K   26097.38663626  .00000680  00000+0  64594-4 0  9994,2 47796  53.0555 102.7933 0001563 102.1335 257.9829 15.06387979281203,47796,0.9259931612918516,0.0001563,0.065728575115033,1.7940815339902871,1.7825658515856286,4.502651018843279,95.59290302860283,LEO,-49.85522574936658,-16.043466436053066,560.0589670309109,4294.558903703619,-1234.9715905491357,-5298.224928937626
STARLINK-2377,1 47797U 21018L   26097.35696886  .00009670  00000+0  34692-3 0  9999,2 47797  53.1547 122.0521 0001076 111.7303 248.3812 15.29364469280933,47797,0.9277245279098298,0.0001076,0.0667311136176618,2.130211003973371,1.9500616092410203,4.33506974005454,94.1567578682908,LEO,53.00975354795876,-144.67876800195114,477.0060691617782,-3361.8506997275786,-2382.193806066276,5469.762304374588
STARLINK-2379,1 47798U 21018M   26097.26500464  .00002084  00000+0  15885-3 0  9991,2 47798  53.0553 103.3398 0001341  95.1636 264.9506 15.06378347281180,47798,0.9259896706333476,0.0001341,0.0657281548397491,1.803619758352436,1.660918148050876,4.624260325134488,95.5935142633858,LEO,-10.436439897477578,-71.23539079612331,556.6357873431043,2191.6210508072722,-6450.903053796545,-1254.9042044131322
STARLINK-2380,1 47799U 21018N   26097.39228663  .00004719  00000+0  17131-3 0  9997,2 47799  53.1600  98.8298 0001839  82.2414 277.8796 15.30210392281259,47799,0.9278170303601856,0.0001839,0.0667680239715827,1.724905409087492,1.4353832114496643,4.849913944124834,94.10470661605603,LEO,-52.01549347896171,-9.445264843262338,488.36855026978446,4164.354354891981,-692.7849264252618,-5406.397946973599
STARLINK-2381,1 47800U 21018P   26097.28343004  .00004347  00000+0  31063-3 0  9992,2 47800  53.0549 103.2562 0001234  80.7873 279.3256 15.06390752281181,47800,0.9259826893163396,0.0001234,0.0657286961099833,1.802160663097769,1.410004378796415,4.8751514051086735,95.59272705890868,LEO,52.92842621684063,-164.14472854091485,546.4127647404921,-4011.2565025081417,-1139.2516997692926,5519.286746804666
STARLINK-2383,1 47802U 21018R   26097.24220151  .00005190  00000+0  19192-3 0  9993,2 47802  53.1552 122.6684 0000963  90.8415 269.2696 15.29377380280924,47802,0.92773325455609,9.63e-05,0.0667316769663111,2.1409674681534123,1.5854832724504289,4.699641095528124,94.15596299717744,LEO,4.3441715502084515,123.19971980714463,485.07060319512584,-3743.318648312623,5720.45155017547,519.3300254042723
STARLINK-2385,1 47804U 21018T   26097.24325417  .00001698  00000+0  69460-4 0  9999,2 47804  53.1611  97.5601 0001330  87.6230 272.4923 15.30197011281269,47804,0.9278362289819576,0.000133,0.0667674401153147,1.70274496357492,1.5293098504749914,4.755887821332144,94.1055295264853,LEO,1.091897311806815,95.64651036906443,483.0774863169345,-674.2553852952454,6819.581985946355,130.61164110827553
STARLINK-2386,1 47805U 21018U   26097.40875886  .00002699  00000+0  20000-3 0  9996,2 47805  53.0547 102.9353 0000980  76.0632 284.0466 15.06399037281200,47805,0.9259791986578356,9.8e-05,0.0657290576113047,1.796559901528119,1.3275532796029508,4.957548399095326,95.5922013112652,LEO,35.7017346245124,-111.701397972456,549.3953371756988,-2078.0364358602374,-5221.504124791725,4038.5060194115645
STARLINK-2387,1 47806U 21018V   26097.52709739  .00012902  00000+0  44662-3 0  9991,2 47806  53.1581 108.4972 0000994 101.3610 258.7503 15.30225338281200,47806,0.9277838691043976,9.94e-05,0.0667686761138577,1.893633369194792,1.7690831831139724,4.516044675523084,94.1037874776062,LEO,-42.19865536621506,-30.08751367606452,487.2076838050634,4396.129904864667,-2547.0675685335004,-4606.680073011607
STARLINK-2388,1 47807U 21018W   26097.24890755  .00003858  00000+0  14229-3 0  9996,2 47807  53.1601  84.0590 0001465 108.9153 251.2007 15.30208987281453,47807,0.9278187756894376,0.0001465,0.0667679626668927,1.4671063159339135,1.90093059079738,4.38427929831452,94.10479302066742,LEO,-23.394949084730968,62.42667428471595,486.4476607669585,2913.2467066129293,5578.851355784148,-2722.866062925703
STARLINK-2389,1 47808U 21018X   26097.24269468  .00005999  00000+0  21445-3 0  9994,2 47808  53.1585 110.0444 0001185  88.2896 271.8240 15.30210190281159,47808,0.9277908504214056,0.0001185,0.06676801515767,1.920637103381648,1.5409442152687856,4.744223785941067,94.10471903863092,LEO,3.5855720776671127,110.00207568303395,482.6550549452977,-2339.732410169551,6427.637431792087,428.6221020953434
STARLINK-2391,1 47810U 21018Z   26097.32755708  .00010598  00000+0  36925-3 0  9993,2 47810  53.1593 122.5881 0001331  88.4180 271.6973 15.30215515280982,47810,0.9278048130554216,0.0001331,0.0667682475046266,2.1395659687640607,1.5431852180283463,4.7420124537787895,94.10439156343296,LEO,-51.19169220222156,9.027789620352673,487.94157665790317,4245.364245043381,674.5105439246759,-5344.810333870426
STARLINK-2395,1 47814U 21018AD  26097.26696188  .00004911  00000+0  17774-3 0  9999,2 47814  53.1589 110.1115 0001381  97.3063 262.8095 15.30218201281161,47814,0.9277978317384136,0.0001381,0.0667683647034859,1.9218082193097363,1.698315317933358,4.586891080520037,94.10422638150293,LEO,-38.405073527395125,-36.04482849265163,487.2193253012583,4345.479187002236,-3162.373010804634,-4260.443625938557
STARLINK-2396,1 47815U 21018AE  26097.52082666  .00006886  00000+0  24448-3 0  9998,2 47815  53.1576 108.7766 0001228  92.2179 267.8963 15.30186996281136,47815,0.9277751424581376,0.0001228,0.0667670031285032,1.898509819124864,1.609505984274879,4.675672488910485,94.10614544263196,LEO,-53.11054020916308,19.906088369973936,488.04900367401115,3871.301842063736,1401.857000113353,-5485.8337774369875
STARLINK-2399,1 47816U 21018AF  26097.45482377  .00002407  00000+0  18048-3 0  9998,2 47816  53.0548 122.4876 0001412  90.9054 269.2097 15.06393586280920,47816,0.9259809439870876,0.0001412,0.0657288197665608,2.137811912865806,1.5865985378424532,4.698595643306178,95.59254721893129,LEO,-45.45055004187973,-9.340215411063287,559.8154757057246,4797.675446571538,-789.1076309195594,-4939.212752501261
STARLINK-2400,1 47817U 21018AG  26097.02575515 -.00001196  00000+0 -28243-4 0  9994,2 47817  53.1590 111.5061 0001380  91.2714 268.8445 15.30197432281051,47817,0.9277995770676656,0.000138,0.066767458484905,1.9461485810580488,1.5929864429047524,4.692221700877895,94.10550363542905,LEO,43.671030755861146,-117.9408950018606,475.7234909460576,-2320.4741956718767,-4375.05909586848,4727.777488033041
STARLINK-2402,1 47819U 21018AJ  26097.41555115  .00007838  00000+0  27650-3 0  9990,2 47819  53.1595 109.6371 0001499  95.7818 264.3354 15.30196487281188,47819,0.9278083037139256,0.0001499,0.0667674172515015,1.9135283773382752,1.6717077734867047,4.613523059576218,94.105561751953,LEO,36.556231514142446,-106.06798029170841,476.80612286680116,-1522.4587218295312,-5285.766991288443,4078.6315659180054
STARLINK-2406,1 47821U 21018AL  26097.40811566  .00004455  00000+0  16247-3 0  9999,2 47821  53.1603 109.3622 0001535  85.4414 274.6762 15.30194325281126,47821,0.9278222663479416,0.0001535,0.0667673229164554,1.9087304672245424,1.4912337475134831,4.7940040668664485,94.1056947129902,LEO,5.665696550792154,-76.86958654210007,482.4147657430449,1549.2728439756925,-6641.631192979805,676.5964104707632
STARLINK-2407,1 47822U 21018AM  26097.34646420  .00012136  00000+0  42083-3 0  9990,2 47822  53.1583 122.1825 0001126  74.0533 286.0592 15.30227903280940,47822,0.9277873597629016,0.0001126,0.066768788033096,2.132486913317972,1.2924739069671167,4.992674895620962,94.1036297388704,LEO,21.47845379176521,-77.22879301360797,479.7925703590163,1409.256636309418,-6217.326597302937,2508.426709627698
STARLINK-2408,1 47823U 21018AN  26097.46123534  .00002599  00000+0  19327-3 0  9997,2 47823  53.0540 122.4486 0001285  88.5649 271.5488 15.06413464280937,47823,0.9259669813530716,0.0001285,0.0657296871079326,2.1371312344575286,1.545749106699526,4.739420639839579,95.59128581978749,LEO,-22.333313011870363,-41.20393697094883,557.9900130364304,4822.116966102547,-4222.029603875391,-2632.974855554903
STARLINK-2409,1 47824U 21018AP  26097.45113948  .00003166  00000+0  23135-3 0  9998,2 47824  53.0539 122.5038 0001343  92.7304 267.3838 15.06399404280928,47824,0.9259652360238196,0.0001343,0.0657290736247006,2.138094656204629,1.6184507966913495,4.666727676494014,95.59217802239652,LEO,-52.48268864837109,19.373550378717518,560.0713458755445,3982.0180524755024,1400.2240571046539,-5497.513512605641
STARLINK-2410,1 47825U 21018AQ  26097.45131053  .00003328  00000+0  12442-3 0  9995,2 47825  53.1590 109.2471 0001214  89.6551 270.4588 15.30207811281134,47825,0.9277995770676656,0.0001214,0.0667679113542127,1.9067215932554973,1.5647766862047685,4.72039655099284,94.10486534237154,LEO,-46.6371889766084,54.93377968967521,487.723622911677,2705.6046888360997,3854.5146416422235,-4986.432580573061
STARLINK-2411,1 47826U 21018AR  26097.33596132 -.00005225  00000+0 -16446-3 0  9994,2 47826  53.1585 111.9365 0001290  95.6487 264.4661 15.30186268281081,47826,0.9277908504214056,0.000129,0.0667669713635108,1.9536604781586329,1.6693847402523003,4.615804204908575,94.10619021448449,LEO,-24.0151357457248,-50.85044269461744,486.16991425535525,3954.5034766398903,-4857.425246495485,-2790.7170155571266
STARLINK-2413,1 47827U 21018AS  26097.24120606  .00003049  00000+0  11789-3 0  9999,2 47827  53.1574 109.6912 0001121  88.7247 271.3882 15.29375779281157,47827,0.9277716517996338,0.0001121,0.0667316071095078,1.914472600463604,1.5485381428442129,4.7366176410608745,94.15606156268292,LEO,8.711641102631752,113.54979326917946,484.3552680867315,-2707.4292464166733,6211.892395405507,1038.3234540524338
STARLINK-2415,1 47828U 21018AT  26097.41493698  .00027139  00000+0  92563-3 0  9998,2 47828  53.1586 121.8597 0001281  45.4427 314.6678 15.30180900280956,47828,0.9277925957506576,0.0001281,0.0667667371403252,2.126852990492534,0.7931247359960272,5.491989160007013,94.10652034671202,LEO,34.27096780503845,-90.79804688509161,477.99102376858355,-78.83155395526923,-5659.345744166254,3856.7174355597967
STARLINK-2419,1 47830U 21018AV  26097.33388243 -.00003146  00000+0 -94114-4 0  9990,2 47830  53.1586 122.5851 0001386  79.8057 280.3100 15.30200780280921,47830,0.9277925957506576,0.0001386,0.0667676045689635,2.1395136088865008,1.3928722268588387,4.892332426265305,94.10529773746424,LEO,-32.40198304757328,-31.31205381732968,487.0793291353348,4946.974774546293,-3009.233465212058,-3674.9430766426653
STARLINK-2420,1 47831U 21018AW  26097.46540792 -.00000508  00000+0 -15188-4 0  9997,2 47831  53.0547 107.4402 0001489  91.7259 268.3901 15.06385062281198,47831,0.9259791986578356,0.0001489,0.0657284478368973,1.875185239001212,1.6009189643550668,4.684290924756834,95.5930881369826,LEO,-4.57770977989848,-70.7483916511691,555.9010977855705,2276.6323742252066,-6518.686029511318,-552.843829473207
STARLINK-2422,1 47832U 21018AX  26097.40767747  .00004296  00000+0  15704-3 0  9992,2 47832  53.1588 112.1022 0001389  95.2464 264.8696 15.30209717281081,47832,0.9277960864091616,0.0001389,0.0667679945191516,1.9565524887291872,1.662363280671527,4.622846608440373,94.1047481271484,LEO,3.7202336237263958,-72.66056457175101,482.52541262822433,2038.2653353468029,-6528.287423250333,444.6890190863634
STARLINK-2423,1 47833U 21018AY  26097.58335648  .00096312  00000+0  49853-2 0  9994,2 47833  53.0925 121.5481 0002035  90.3841 131.3047 15.15427628  5744,47833,0.9266389331150894,0.0002035,0.0661230042107195,2.12141454454332,1.5775001364518069,2.2916993383433986,95.0226835906677,LEO,34.15630797929943,-90.23817618696279,521.3456607625158,-23.709053161826382,-5703.428520919842,3869.724757006388
STARLINK-2424,1 47834U 21018AZ  26097.46344880  .00010288  00000+0  35887-3 0  9991,2 47834  53.1583 111.3835 0001161  94.5362 265.5771 15.30210895281157,47834,0.9277873597629016,0.0001161,0.066768045919098,1.944008807395104,1.6499679523238633,4.6351948128982325,94.10467568262882,LEO,-36.42550088347944,-36.7332387952553,487.0399401584318,4422.429998825023,-3300.370421544642,-4072.1468302228527
STARLINK-2426,1 47836U 21018BB  26097.40443356 -.00000784  00000+0 -14321-4 0  9998,2 47836  53.1609 111.6268 0001766 104.8766 255.2431 15.30210742281098,47836,0.9278327383234536,0.0001766,0.0667680392432137,1.9482551934652064,1.8304419782970849,4.454832487997138,94.10468509180023,LEO,-10.555232545201585,-62.32653621415426,484.4186153503715,3130.000242149197,-5968.486738301694,-1255.7981249210354
STARLINK-2427,1 47837U 21018BC  26097.41980519  .00005980  00000+0  42003-3 0  9995,2 47837  53.0552 102.6445 0001535  79.3829 280.7333 15.06395296281211,47837,0.9259879253040956,0.0001535,0.0657288943793864,1.7914844840633195,1.3854929747814066,4.899720404988997,95.59243870607524,LEO,49.84419027318703,163.9136551889933,546.6027130474959,-4286.276170930811,1236.0634776561742,5287.079625017701
STARLINK-2429,1 47838U 21018BD  26097.41293727  .00003159  00000+0  11876-3 0  9994,2 47838  53.1582 112.0209 0001388  79.8542 280.2615 15.30194563281086,47838,0.9277856144336496,0.0001388,0.0667673333011645,1.955133536047316,1.393718711546056,4.891485941578088,94.1056800761878,LEO,26.345419416370234,-91.71864007063346,478.9079134475851,-184.10064309253175,-6135.680324986429,3039.863866277438
STARLINK-2431,1 47839U 21018BE  26097.32689619  .00005584  00000+0  20041-3 0  9992,2 47839  53.1596  83.8973 0001177 102.2403 257.8729 15.30218909281489,47839,0.9278100490431777,0.0001177,0.0667683955958137,1.4642841185334388,1.7844298632267586,4.5007311566660855,94.104182841463,LEO,-52.11029605595797,-23.991914132795895,487.8238216057316,3848.370492399726,-1712.754216284118,-5412.945756577866
STARLINK-2432,1 47840U 21018BF  26097.27234566  .00005727  00000+0  40291-3 0  9993,2 47840  53.0545 103.3065 0001047  77.0509 283.0597 15.06414754281186,47840,0.9259757079993316,0.0001047,0.065729743394801,1.803038563711522,1.3447918966248988,4.940323744707394,95.59120396134948,LEO,21.01776235115809,-96.0111423818928,551.878022249065,-676.7434927378594,-6426.761378578561,2482.941106588534
STARLINK-2433,1 47841U 21018BG  26097.40138318  .00002282  00000+0  17210-3 0  9995,2 47841  53.0553 102.7268 0001486  93.2475 266.8684 15.06380938281208,47841,0.9259896706333476,0.0001486,0.0657282678934514,1.792920890037711,1.6274758942534124,4.657732249529236,95.59334984096832,LEO,5.489936541790467,-83.3515840297753,554.3293943655144,798.112788324456,-6847.205795921296,662.5526287607648
STARLINK-2435,1 47843U 21018BJ  26097.50026705  .00008586  00000+0  30148-3 0  9992,2 47843  53.1582 121.4743 0001115  94.9284 265.1844 15.30219867280976,47843,0.9277856144336496,0.0001115,0.0667684373964493,2.120126491555348,1.656813133650185,4.6283409049256505,94.10412392717942,LEO,19.612858139561407,135.43175117587174,480.05506748434345,-4597.621470569447,4528.847845765769,2299.6455250678273
STARLINK-2446,1 47844U 21018BK  26097.24146600  .00006351  00000+0  22059-3 0  9991,2 47844  53.1595 113.1131 0001480  83.1576 276.9594 15.31049435281054,47844,0.9278083037139256,0.000148,0.0668046341288722,1.974196022137598,1.451373918056437,4.833853424347984,94.0531355213884,LEO,10.404064109264043,118.28102153696803,478.9219958076965,-3192.1094656278847,5933.097852944812,1237.0199575918805
STARLINK-2453,1 47845U 21018BL  26097.44377353  .00004632  00000+0  32983-3 0  9992,2 47845  53.0546 122.5369 0001331  76.3099 283.8038 15.06381376280937,47845,0.9259774533285836,0.0001331,0.0657282870048067,2.1386723601870394,1.3318590068676208,4.953310739671483,95.59332204595717,LEO,-42.115545309168425,77.92342988729186,559.5077328360003,1075.5951176468084,5027.232162587016,-4647.791880156061
SHIYAN-9 (SY-9),1 47851U 21019A   26097.60201742 -.00000229  00000+0  00000+0 0  9996,2 47851  16.6826 303.3515 0015163  29.6027 226.5698  1.00270252 23426,47851,0.291166297793206,0.0015163,0.004375115098011,5.294482465863578,0.5166645824801254,3.954388995585048,1436.1188600583391,GEO,-5.934119376819712,-77.00395821829039,35754.22178988435,9422.514207988956,-40826.260574949534,-4355.110137931693
YAOGAN-31 04A,1 47854U 21020A   26097.62524328 -.00000258  00000+0 -26022-3 0  9990,2 47854  63.4047  79.3140 0168950   0.1557 359.9493 13.45442443248971,47854,1.1066207762392486,0.016895,0.0587060013160653,1.3842904429267824,0.0027174776453551,6.282300425248825,107.02798975102652,LEO,-62.69105849146588,2.803702131133444,1086.4884820395564,3417.3124090620154,167.3557964808013,-6626.318917469011
YAOGAN-31 04B,1 47856U 21020C   26097.62542806 -.00000259  00000+0 -26101-3 0  9992,2 47856  63.4042  80.1059 0168640   0.2453 359.8627 13.45442414248919,47856,1.1066120495929888,0.016864,0.0587060000507016,1.3981117052733256,0.004281292655142,6.280788970116599,107.02799205793438,LEO,-62.870574918726085,1.6891225210877658,1088.663977805163,3400.143816071045,100.26783774169871,-6638.942314293173
YAOGAN-31 04C,1 47857U 21020D   26097.62545324 -.00000240  00000+0 -23120-3 0  9999,2 47857  63.4054  79.3911 0168732   0.0954   0.0076 13.45441388248963,47857,1.106632993544013,0.0168732,0.0587059552830063,1.38563609178007,0.0016650441064025,0.0001326450231515,107.02807367480808,LEO,-62.895583586533945,0.6978894703266233,1088.6134078790974,3398.448635926969,41.39674578348846,-6640.381417766172
STARLINK-2280,1 47861U 21021B   26097.39449825  .00007104  00000+0  25157-3 0  9994,2 47861  53.1586 124.6975 0001343  76.5862 283.5288 15.30222388280791,47861,0.9277925957506576,0.0001343,0.0667685473958254,2.1763819440056293,1.3366813515908813,4.948511084228499,94.10396889318028,LEO,-47.86116192734761,-1.3735156341353516,487.8544914596787,4600.485023341675,-110.30566057895572,-5085.986152779989
STARLINK-2291,1 47862U 21021C   26097.34014439  .00010374  00000+0  36169-3 0  9997,2 47862  53.1586 122.1849 0001601  79.6339 280.4842 15.30219768280818,47862,0.9277925957506576,0.0001601,0.0667684330767594,2.1325288012200194,1.3898737512039123,4.895372789822279,94.10413001539528,LEO,-6.081705580536958,-55.5156091202247,484.2263792562462,3859.459053820366,-5618.826444118219,-726.2877622626603
STARLINK-2326,1 47870U 21021L   26097.55301972  .00007085  00000+0  25098-3 0  9994,2 47870  53.1581 146.9139 0001196  90.6006 269.5132 15.30215226280388,47870,0.9277838691043976,0.0001196,0.0667682348946228,2.5641312719456977,1.5812787742823746,4.7038927175859815,94.10440933620671,LEO,52.939760922172475,-117.49809764680991,474.36451660376315,-1904.7710219451399,-3659.3277278196288,5462.616891156324
STARLINK-2329,1 47873U 21021P   26097.33069108  .00011209  00000+0  38972-3 0  9993,2 47873  53.1586 122.4219 0001720  90.7045 269.4153 15.30225227280802,47873,0.9277925957506576,0.000172,0.066768671270569,2.136665231547246,1.5830921713751966,4.702184040248279,94.1037943037389,LEO,-43.67913822154675,-14.182907330139036,487.76987351752996,4809.190110250413,-1215.3857398464854,-4736.797669810175
STARLINK-2330,1 47874U 21021Q   26097.24358009  .00088406  00000+0  28735-2 0  9993,2 47874  53.1495  84.0365 0002101  97.3276 262.7964 15.31175258281334,47874,0.9276337707887262,0.0002101,0.0668101241929341,1.4667136168522148,1.698687073064033,4.586662442388026,94.04540678647776,LEO,1.4000161621840064,82.35097249869152,480.030388549505,911.630867144023,6788.0430142063,167.38752696681928
STARLINK-2336,1 47879U 21021V   26097.52161933  .00075581  00000+0  15771-2 0  9993,2 47879  53.1571 144.2706 0004446  30.9645 329.1623 15.44885602280692,47879,0.9277664158118778,0.0004446,0.0674083508038867,2.5179969838277314,0.5404324762337842,5.744965908437331,93.21078519573132,LEO,-51.06050467260147,74.68536218677444,444.42880351207714,1131.353800406892,4131.38576650189,-5301.1093180948965
STARLINK-2342,1 47883U 21021Z   26097.37662028  .00113115  00000+0  20230-2 0  9994,2 47883  53.1572 131.3659 0004421  48.3929 311.7458 15.49154032280866,47883,0.9277681611411298,0.0004421,0.0675945961973639,2.2927674798456192,0.8446154395883638,5.440990639263738,92.95395875779523,LEO,13.882518040925907,139.8707005203292,422.42731058028403,-5042.4756387344605,4250.567709165012,1629.9595721094638
